nombre,upc,precio,imagen
Farmeban Caps C30,750116883010,$155.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750116883010_00.jpg
Bekunis Te Grag 30,750116886030,$90.95,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750116886030_00.jpg
Cirkused 40 Grag.,750116886081,$109.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750116886081_00.jpg
Plantival Grag 40,750116886082,$250.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750116886082_00.jpg
Teboven 300 Mg Grag 40,750116887040,$192.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750116887040_00.jpg
Prosgutt Caps C40,750116887062,$438.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750116887062_00.jpg
Umckaloabo Sol 50Ml,750116887080,$144.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750116887080_00.jpg
Umckaloabon Grag.C20,750116887081,$115.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750116887081_00.jpg
Neolaikan 500Mg Grag 30,750116889014,$242.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750116889014_00.jpg
Avala 42.5 Mg Caps 30,750116889016,$220.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750116889016_00.jpg
Teboninforte 80 Mg Grag 24,750116889018,$322.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750116889018_00.jpg
Aderogyl.15 Oral 3Ml 410002 &1,750117460011,"
                    $24.00                ",http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750117460011_00.jpg
Aderogyl C Gts 10Ml.,750117460012,"
                    $58.95                ",http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750117460012_00.jpg
Bedocecal 1000 Sol 340Ml 3,750117460082,$160.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750117460082_00.jpg
Calcigenol Doble Susp 340Ml 3,750117460102,$122.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750117460102_00.jpg
Iridus 100 Caps 15,750117460260,$210.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750117460260_00.jpg
Maxibol Caps 16,750117460320,$90.95,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750117460320_00.jpg
Robitussin D M Jbe 150Ml,750118185962,$108.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750118185962_00.jpg
Klonaza Caps 20,750118880070,$160.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750118880070_00.jpg
Lipovitasi-D 30 Tab 500 Mg Atlantis,750118880076,$290.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750118880076_00.jpg
Panclasa 8080 Mg Caps 20,750118880122,$106.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750118880122_00.jpg
Lipovitasi Or Cpr 30 Blist,750118880127,$174.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750118880127_00.jpg
Algodon Plisado Dalux 50 G,750119260029,$13.65,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750119260029_00.jpg
Aplicadores De Algodón Bote Dalux 100Pz,750119260083,$15.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750119260083_00.jpg
Bolitas De Algodón Dalux 50Pz,750119260084,$13.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750119260084_00.jpg
Pads Fac Dal Toallitas 75 Pzas 75 G,750119260085,$23.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750119260085_00.jpg
Aplicadores En Bolsa Dalux 300Pz,750119260089,$27.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750119260089_00.jpg
Aplicadores En Caja Dalux 200Pz,750119260095,$24.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750119260095_00.jpg
Aplicadores En Bolsa Dalux 80 Pza 20 Gr,750119260140,$9.41,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750119260140_00.jpg
"Guante Latex 10pzs, Mediana",750119260146,$20.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750119260146_00.jpg
Sebryl Plus 150 G,750120134001,$218.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750120134001_00.jpg
Lumigan Susp 3Ml,750120140035,$628.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750120140035_00.jpg
Zymar Sol Oft Sml,750120140048,$491.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750120140048_00.jpg
Refresh Tears Gts 10Ml,750120140056,$384.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750120140056_00.jpg
Combigand 0.20.5 Mg Sol 5Ml,750120140058,$633.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750120140058_00.jpg
Sol Oft Optive 15Ml,750120140065,$595.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750120140065_00.jpg
Optive 10Ml Oftalmica,750120140071,$339.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750120140071_00.jpg
Combigan D 0.20.5 10 Mg Solucion,750120140072,$926.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750120140072_00.jpg
Lumigan Rc 1 Solucion 3Ml Allergan,750120140083,$579.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750120140083_00.jpg
Elestat 5Ml Solucion,750120140155,$560.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750120140155_00.jpg
Lagrifilm Plus Sol 15Ml,750120140165,$318.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750120140165_00.jpg
Blefamide Sf Oft Susp 10Ml 5,750120140380,$436.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750120140380_00.jpg
Oxylin Sol Oft 10Ml,750120144808,$373.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750120144808_00.jpg
Refresh Tears Gts 15Ml,750120149079,$500.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750120149079_00.jpg
Materna Tab 30 0,750122830027,$231.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750122830027_00.jpg
Stresstabs 600 Grag 30,750122830038,$119.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750122830038_00.jpg
Stresstabs 600 Hierro Grag30,750122830039,$119.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750122830039_00.jpg
Stresstabs 600 Czinc Grag30,750122830040,$119.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750122830040_00.jpg
Phlebodia 30 Comp 600 Mg Innothera,750124960280,$401.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750124960280_01.jpg
Postday 0.75 Mg Tab 2 1,750124960563,$70.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750124960563_00.jpg
Phlebodia 600 Mg Cpr 15.,750124960590,$231.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750124960590_00.jpg
Zitroflam 500Mg100Mg Tab 3,750125081088,$451.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125081088_00.jpg
Zitroflam 500 Mg100Mg Tab 4,750125081089,$467.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125081089_02.jpg
Complejo B F A 10Ml,750125081251,$212.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125081251_00.jpg
Complejo B Tab 30,750125081252,$233.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125081252_00.jpg
Cartigen 50 Mg Caps 30,750125081336,$544.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125081336_00.jpg
Dolocam Plus 7.5Mg215Mg Caps,750125081360,$490.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125081360_00.jpg
Dolocam Plus 15Mg215Mg Caps 1,750125081363,$501.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125081363_01.jpg
Sibilex 1504030Mgsol120Mldo,750125082904,"
                    $306.00                ",http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125082904_00.jpg
Planex 100100 Mg Caps 20,750125083821,$395.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125083821_00.jpg
Tremecox 15 Mg 10 Tab,750125083844,$536.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125083844_01.jpg
Trivafluc 250 37.5 G 4 Tab,750125083858,$434.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125083858_00.jpg
Amoxiclide Rimsa 437.5 Mg 30 Cap,750125083882,$529.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125083882_00.jpg
Aliduet 60 Mg 30 Cap,750125083921,$382.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125083921_00.jpg
Venda Elastica 10X5 Supramed,750125364904,$10.80,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125364904_00.jpg
Venda Elastica 30X5 Supramed,750125364905,$25.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125364905_00.jpg
Venda Elastica 5X5 Supramed,750125364906,$4.40,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125364906_00.jpg
Gasa 10X10Cm Supramed,750125364907,$16.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125364907_00.jpg
Pads Faciales 100 Envisage,750125364973,$18.90,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125364973_00.jpg
Vaselina Supramed 40Gr,750125364990,$21.90,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125364990_01.jpg
Agua Oxigenada Supramed 115Ml,750125364992,$7.30,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125364992_00.jpg
Agua Oxigenada Supramed 225Ml,750125364993,$9.90,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125364993_00.jpg
Merthorab Supramed Rojo 60Ml,750125364994,$16.90,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125364994_00.jpg
Merthorab Supramed Blanco 60Ml,750125364995,$16.90,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125364995_00.jpg
Violeta De Genciana Supramed 60Ml,750125364996,$19.90,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125364996_00.jpg
Aceite De Ricino Supramed 50Ml,750125364998,$19.90,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125364998_00.jpg
Aceite De Almendras Supramed 50Ml,750125364999,$18.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125364999_00.jpg
Glicerina Supramed 50Ml,750125365000,$15.70,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365000_00.jpg
Alcohol Desnaturalizado Supramed 1Lt,750125365014,$29.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365014_00.jpg
Alcohol Desnaturalizado Supramed 250Ml,750125365016,$8.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365016_00.jpg
Pads Faciales Envisage 60Pz Redondos,750125365060,$9.90,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365060_00.jpg
Hisopos Supramed 150Pz Bolsa,750125365344,$14.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365344_01.jpg
Hisopos Supramed 500Pz Bolsa,750125365345,$26.90,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365345_01.jpg
Hisopos Supramed 300Pz Bolsa,750125365347,$19.90,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365347_01.jpg
Termometro Supramed Clinico Oral,750125365604,$18.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365604_00.jpg
Gi Supramed Acarbosa 30 Tab 50 Mg,750125365913,$42.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365913_00.jpg
Gi Supramed Aciclovir 35 Tab 400 Mg,750125365914,$155.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365914_00.jpg
Gi Supramed Acido Acetilsalicilico 30 Ta,750125365916,$16.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365916_00.jpg
Gi Supramed Albendazol 6 Tab 200 Mg,750125365917,$11.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365917_00.jpg
Gi Supramed Alopurinol 20 Tab 300 Mg,750125365918,$29.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365918_00.jpg
Gi Supramed Ambroxol 20 Compr 30 Mg,750125365920,$26.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365920_00.jpg
Gi Supramed Ambroxol Soluc 1 Pza 120 Ml,750125365921,$20.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365921_00.jpg
Gi Supramed AmbroxolLoratadina Suspensi,750125365922,$29.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365922_00.jpg
Gi Supramed Amikacina Amp 1 Pza 100 Mg,750125365923,$15.80,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365923_01.jpg
Gi Supramed Amikacina Amp 1 Pza 500 Mg,750125365924,$43.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365924_00.jpg
Gi Supramed Amlodipino 10 Tab 5 Mg,750125365925,$43.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365925_00.jpg
Gi Supramed AmoxicilinaClavulanico Susp,750125365926,$60.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365926_02.jpg
Gi Supramed Amoxicilina Suspension 1 P,750125365928,$31.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365928_00.jpg
Gi Supramed Amoxicilina 12 Caps 500 Mg,750125365929,$33.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365929_00.jpg
Gi Supramed Ampicilina Suspension 60 M,750125365930,$30.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365930_00.jpg
Gi Supramed Ampicilina 20 Caps 500 Mg,750125365931,$24.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365931_00.jpg
Gi Supramed Atenolol 28 Tab 50 Mg,750125365932,$34.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365932_00.jpg
Gi Supramed Azitromicina 3 Tab 500 Mg,750125365934,$70.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365934_00.jpg
Gi Supramed Bencilpenicilina Amp 2 Ml 80,750125365936,$17.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365936_00.jpg
Gi Supramed Benzonatato 20 Caps 100 Mg,750125365937,$30.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365937_01.jpg
Gi Supramed Bezafibrato 30 Tab 200 Mg,750125365939,$55.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365939_00.jpg
Gi Supramed Bromhexina Solucion 1 Pza 10,750125365940,$35.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365940_00.jpg
Gi Supramed Bromhexina Solucion 1 Pza,750125365941,$26.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365941_00.jpg
Gi Supramed Bromuro De Pinaverio 14 Tab,750125365942,$62.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365942_00.jpg
Gi Supramed Captopril Cja 30 Tab 25 Mg,750125365945,$32.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365945_00.jpg
Gi Supramed Carbamazepina 20 Tab 200 Mg,750125365946,"
                    $28.00                ",http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365946_00.jpg
Gi Supramed Cefalexina Suspension 1 Pza,750125365947,$44.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365947_00.jpg
Gi Supramed Ceftriaxona 1 Amp 3.5 Ml,750125365949,$95.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365949_00.jpg
Gi Supramed Cinarizina 60 Tab 75 Mg,750125365952,$54.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365952_00.jpg
Gi Supramed Claritromicina 10 Tab 500 Mg,750125365955,$85.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365955_00.jpg
Gi Supramed Clindamicina 16 Caps 300 Mg,750125365956,$47.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365956_00.jpg
Gi Supramed Cloramfenicol Solucion 1 Pza,750125365958,$29.95,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365958_00.jpg
Gi Supramed Dexametasona Amp 1 Pza 8 Mg,750125365960,$14.20,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365960_00.jpg
Gi Supramed DextrometorfanoGuaifenesina,750125365962,$27.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365962_01.jpg
Gi Supramed Diclofenaco Crem 1 Pza 30 Gr,750125365963,$40.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365963_00.jpg
Gi Supramed DiclofenacoComplejo B 30 Gr,750125365964,$36.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365964_00.jpg
Gi Supramed Dicloxacilina 20 Caps 500 Mg,750125365967,$52.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365967_00.jpg
Gi Supramed Difenidol 30 Tab 25 Mg,750125365968,$21.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365968_00.jpg
Gi Supramed Enalapril 30 Tab 10 Mg,750125365970,$50.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365970_00.jpg
Gi Supramed Fluoxetina 14 Caps 20 Mg,750125365972,$63.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365972_00.jpg
Gi Supramed Glibenclamida 50 Tab 5 Mg,750125365976,$15.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365976_00.jpg
Gi Supramed Glimepirida 30 Tab 2 Mg,750125365977,$70.95,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365977_00.jpg
Gi Supramed Hidroclorotiazida 20 Tab 25,750125365979,$22.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365979_00.jpg
Gi Supramed Ibuprofeno Suspension 1 Pz,750125365980,$30.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365980_00.jpg
Gi Supramed Indometacina 15 Pza 100 Mg,750125365983,$40.95,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365983_00.jpg
Gi Supramed Irbesartan 14 Tab 150 Mg,750125365984,$128.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365984_00.jpg
Gi Supramed Ketoconazol 10 Tab 200 Mg,750125365987,$27.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365987_00.jpg
Gi Supramed Ketorolaco 10 Tab 10 Mg,750125365988,$22.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365988_00.jpg
Gi Supramed Ketorolaco 6 Tab 30 Mg,750125365989,$26.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365989_00.jpg
Gi Supramed Levonorgestrel 2 Tab 0.75 Mg,750125365995,"
                    $37.00                ",http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750125365995_00.jpg
