nombre,upc,precio,imagen
"Melox Plus 360ml, Menta",750107231037,"
                    $62.95                ",http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750107231037_00.jpg
"Melox Plus 360ml, Cereza",750107231039,"
                    $62.95                ",http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750107231039_00.jpg
Flagystatin 500 Mg Ov 10,750107234010,$261.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750107234010_00.jpg
Flagyl 500 Mg Ov 10 168,750107234011,$96.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750107234011_00.jpg
Flagyl 125Mg Susp120Ml 0169 5,750107234015,$70.95,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750107234015_00.jpg
Flagyl 250 Mg Susp 120Ml 4,750107234016,$114.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750107234016_00.jpg
Adekon Amp 5X3Ml,750107235002,$105.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750107235002_00.jpg
Adekon C Gts 15Ml,750107235003,$60.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750107235003_00.jpg
Clexane Iny 20 Mg 2Jgas,750107235021,$320.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750107235021_00.jpg
"Jeringa Desechable BD 5pzs, 23 x 25",750107302543,$17.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750107302543_00.jpg
"Jeringa Desechable BD 1pza, 21 x 32",750107308615,$17.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750107308615_00.jpg
"Jeringa Desechable BD 5pzs, 22 x 32",750107308616,$17.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750107308616_00.jpg
"Jeringa Desechable BD 5pzs, 21 x 32",750107308617,$25.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750107308617_00.jpg
Jga Desch Bd 5Ml 22X32 5Pzas,750107308618,$25.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750107308618_00.jpg
Vagisil Cra 30 G Benzal,750108010367,$67.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108010367_02.jpg
"Benzal Gel, Lubricante",750108016007,$98.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108016007_02.jpg
"Benzal Spray, Desodorante",750108016010,$56.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108016010_00.jpg
"Benzal Spray, Baby powder",750108016013,$56.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108016013_00.jpg
"Benzal Gel, Sensación Suave",750108016017,$98.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108016017_01.jpg
Benzal Wash Ph CLactopreiotico 240 Ml,750108016051,$65.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108016051_00.jpg
Wash Hidratante Benzal 1 Pza 240 Ml,750108016055,$65.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108016055_00.jpg
Trojan Clasico C3 Blister,750108091021,$49.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108091021_00.jpg
"Preservativo Trojan 12pzs, Texturizado",750108091028,"
                    $173.00                ",http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108091028_01.jpg
Repelente Bye Bye Mosquitos,750108091205,$61.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108091205_1.jpg
Sterimar100,750108091207,$155.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108091207_00.jpg
Sterimar50,750108091208,$134.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108091208_00.jpg
Sterimar Bebe 50Ml,750108091227,$149.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108091227_00.jpg
Spray Intimo Femen Fem Fresh Spr 125Ml,750108091242,$52.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108091242_00.jpg
Gel Intimo Femenin Fem Fresh Intimo 200,750108092144,$63.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108092144_01.jpg
Trojan Ecstasy Muy Sensible C 2 Condones,750108095253,$53.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108095253_00.jpg
Trojan Ecstasy Texturizado C 2 Condones,750108095254,$53.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108095254_00.jpg
Preserv Troja Fire And Ice 3 Pz 10 Gr Ch,750108095301,"
                    $53.00                ",http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108095301_00.jpg
Preservativo Trojan Intensamente Cargad,750108095390,$53.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108095390_00.jpg
Preservativo Trojan Piel Desnuda 3 Pzas,750108095419,$53.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108095419_00.jpg
Sterimar Infantil 50 Ml Sol Humectant,750108095421,$151.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108095421_00.jpg
Prueba De Embarazo First Response 99% E,750108095445,"
                    $172.00                ",http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108095445_00.jpg
Preservativo Trojan Piel Desnuda 9 C,750108095453,"
                    $140.00                ",http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108095453_01.jpg
Keflex 500 Mg Tab 12 1895 0,750108220130,$348.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108220130_02.jpg
Keflex 1G Tab 12 1896 3,750108220140,$611.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108220140_00.jpg
Ilosone 250Mg Liq120Ml M153 2,750108220320,$358.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108220320_00.jpg
Ilosone 500 Mg Tab C20 2,750108220331,$371.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108220331_00.jpg
Cialis 20 Mg Tab 4,750108221213,$951.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108221213_02.jpg
Cialis 20 Mg Tab 1,750108221214,$269.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108221214_00.jpg
Strattera 40Mg Caps14,750108221218,$699.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108221218_02.jpg
Cymbalta 60 Mg Caps 14,750108221228,$725.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108221228_01.jpg
Evista 60 Mg Tab 28,750108222421,"$1,126.00",http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108222421_01.jpg
Cymbalta 30 Mg Caps 7,750108224204,$389.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108224204_00.jpg
Competact 15850 Mg Tab 14 238,750108224225,$542.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108224225_00.jpg
Cialis 5 Mg Tab28,750108224240,"$1,769.00",http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108224240_00.jpg
Competact 15850 Mg Tab 28,750108224260,$887.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108224260_00.jpg
Keflex Liq 2505Ml 100Ml,750108224274,$346.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108224274_00.jpg
Keflex 500Mg Con 21 Tabletas,750108224275,$507.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108224275_00.jpg
Oxal 100400 Mg Susp Inf 10Ml,750108630013,$76.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108630013_00.jpg
Oxal 200400 Mg Susp 20Ml,750108630014,$76.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108630014_00.jpg
Oxal 150200 Mg 2 Tab,750108630104,$76.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108630104_00.jpg
Dalvear Inf Jbe 200Ml,750108631040,$162.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108631040_00.jpg
Dalvear Ad Jbe 200Ml,750108631041,$162.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108631041_00.jpg
"Benzal, Polvo",750108631357,$50.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108631357_01.jpg
Dentobac Cra Dental 100Ml,750108631380,$69.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108631380_00.jpg
Dentobac Cra Dental 150Ml,750108631390,$107.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108631390_00.jpg
Transilax Gel Frasco.150G,750108850441,$238.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850441_00.jpg
Meteospasmyl Caps 20,750108850450,$241.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850450_00.jpg
Pepsane Gel Oral Sb 14,750108850453,$98.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850453_00.jpg
Tardyferon Fol 256.30.35Mggra,750108850459,$252.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850459_00.jpg
Fabroven 150 Mg Caps 30 5,750108850480,$389.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850480_00.jpg
Neuralin Sol Iny Amp C2,750108850512,$71.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850512_00.jpg
Alin Depot Amp 2Ml 515,750108850515,$93.95,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850515_00.jpg
Alin Nasal 20Ml 525,750108850525,$72.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850525_00.jpg
Synalar Neom 0.01% Cra40G 220,750108850542,$154.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850542_00.jpg
Synalar S 0.01% Cra 20 G 2,750108850543,$68.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850543_00.jpg
Synalar Sple 0.01% Cra 40G 2,750108850544,$128.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850544_00.jpg
Synalar S 0.025% Cra20G 2212,750108850545,$104.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850545_00.jpg
Synalar Otico Sol 15Ml 2242 .,750108850548,$108.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850548_00.jpg
Alin 0.5 Mg Tab 30 560,750108850560,$40.95,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850560_00.jpg
Alin 0.75 Mg Tab 30 570,750108850570,$43.95,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850570_00.jpg
Nootropil 800 Mg Tab 30,750108850700,$500.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850700_00.jpg
Nootropil Sol 120Ml,750108850710,$522.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850710_00.jpg
Atarax 10 Mg 30 Tab,750108850750,$291.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850750_00.jpg
Atarax 25 Mg Grag 25,750108850760,$425.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850760_00.jpg
Xuzal 5 Mg 30 Tab,750108850761,$539.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850761_00.jpg
Xuzal 5 Mg Tab 10,750108850762,$275.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850762_00.jpg
Xuzal 5 Mg Tab 20,750108850763,$471.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850763_00.jpg
Keppra 500 Mg Tab 30,750108850767,$988.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850767_00.jpg
Gabirol 100 Mg Caps 14,750108850785,$126.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850785_00.jpg
Gabirol Ped Sol 30Ml,750108850786,$148.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850786_00.jpg
Gabirol Sol 120Ml,750108850787,$148.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850787_00.jpg
Sumab Amp 5X2Ml C5 Jgas Desc,750108850790,$184.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850790_00.jpg
Koptin 500Mg Tab C3,750108850792,$228.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850792_00.jpg
Anara Sol 20Ml 891,750108850891,$70.95,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850891_00.jpg
Anara Tab 20 892 5,750108850892,$79.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850892_00.jpg
Antifludes Jr Sol 60Ml 976,750108850976,$69.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850976_00.jpg
Antifludes Caps 24 &,750108850977,$102.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850977_00.jpg
Antifludes Ped Sol 30Ml 981,750108850981,$60.95,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850981_00.jpg
Gitrasek 33.3166.6Mg Caps 12,750108850990,$217.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108850990_00.jpg
Glucoven Tab 30 3100,750108853100,$39.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108853100_00.jpg
Scabisan Plus Eml 120Ml 5911,750108855911,$68.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108855911_00.jpg
Scabisan Cra 60 G 5921,750108855921,$65.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108855921_00.jpg
Troferit Jbe 120Ml 7539,750108857539,$76.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108857539_00.jpg
Troferit Tab 15 7549,750108857549,$72.95,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108857549_00.jpg
Topron Oral Susp 120Ml 7560,750108857560,$89.95,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108857560_00.jpg
Topron Caps 16 7961,750108857961,$79.95,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108857961_00.jpg
Severin N F 100 Mg C10 7970,750108857970,$96.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108857970_00.jpg
Naturalag Sol 15Ml 101671:,750108860585,$124.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108860585_00.jpg
Maxitrol Ung 3.5 G 100631,750108860630,$378.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108860630_00.jpg
Maxitrol Susp 5Ml 130632,750108860640,$440.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108860640_00.jpg
Tobradex Susp 5Ml 4,750108860690,$503.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108860690_00.jpg
Tobrex 0.3% Gts 5Ml,750108860795,$306.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108860795_00.jpg
Tears Naturale 11 15Ml,750108861510,$404.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108861510_00.jpg
Betoptic S Gts 5Ml,750108861560,$457.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108861560_00.jpg
Naphtears Gts 15Ml,750108861735,$384.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108861735_00.jpg
Systane Gts 15Ml,750108861795,$508.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108861795_00.jpg
Vigamoxi 5% Sol Oft,750108861810,$484.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108861810_00.jpg
Nevanac 1Mg 5Ml,750108861845,$394.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108861845_00.jpg
Azopt Gts 5Ml,750108861945,$529.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108861945_00.jpg
Duotrav 0.045.0Mg Fco Giro 2.5Ml,750108861955,$775.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108861955_00.jpg
Vigadexa Sol Oftal Fco Got 5Ml,750108861970,$585.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108861970_00.jpg
Atemperator Lp 600 Mg Tab 20,750108980066,$563.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980066_00.jpg
Atemperator Ped 10G Sol 100Ml,750108980097,$347.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980097_00.jpg
Prindex Cof Tab 20 Tab 20.66 Gr Armstron,750108980123,$87.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980123_00.jpg
Angiotrofin 30 Mg Tab 30,750108980201,$149.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980201_00.jpg
Angiotrofin 60 Mg Tab 30,750108980202,$261.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980202_00.jpg
Angiotrofin A P 90 Mg Tab 20,750108980203,$239.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980203_00.jpg
Angiotrofin A P 120 Mg Tab 20,750108980204,$357.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980204_00.jpg
Braxan 200 Mg Cpr 20,750108980207,$269.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980207_00.jpg
Isorbidsubling 5 Mg Tab 40,750108980295,$118.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980295_00.jpg
Predxal 40 Mg Tab 14,750108980299,$309.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980299_00.jpg
Karet 100Mg C50,750108980317,$173.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980317_00.jpg
Akineton 2 Mg Tab 30 14032,750108980335,$180.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980335_00.jpg
Autrin 600 Grag 36 1,750108980409,$277.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980409_00.jpg
Recoveron N Ung 40 G,750108980431,$215.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980431_00.jpg
Recoveronnc Cra 40 G,750108980432,$228.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980432_00.jpg
Adomod Tab. C20 400 Mg.,750108980884,$795.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980884_00.jpg
Adimod 400 Mg Sol 7Mlx10,750108980893,$374.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980893_00.jpg
Adimod 800 Mg Sol 7Mlx10,750108980894,$780.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980894_00.jpg
Maxoral Tabletas 5 Mg 24,750108980902,$111.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980902_00.jpg
Kaomicyns Simple Susp 180Ml,750108980917,$84.50,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980917_00.jpg
Zyplo 60Mg10Ml Jbe 120Ml,750108980943,$149.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980943_00.jpg
Eskaparcomp 200600 Mg Caps 2,750108980944,$125.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980944_00.jpg
Kaomycin Susp 180Ml,750108980945,$132.00,http://www.chedraui.com.mx/media/catalog/product/cache/8/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750108980945_00.jpg
